bin	chrom	chromStart	chromEnd	name	length	cpgNum	gcNum	perCpg	perGc	obsExp
786	chr1	26411091	26411657	CpG: 51	566	51	377	18	66.6	0.82
786	chr1	26432001	26432365	CpG: 36	364	36	252	19.8	69.2	0.84
786	chr1	26471875	26473351	CpG: 159	1476	159	993	21.5	67.3	0.95
787	chr1	26500185	26501489	CpG: 125	1304	125	922	19.2	70.7	0.77
787	chr1	26529580	26530193	CpG: 80	613	80	436	26.1	71.1	1.05
788	chr1	26620353	26621585	CpG: 119	1232	119	837	19.3	67.9	0.84
788	chr1	26695342	26697530	CpG: 217	2188	217	1376	19.8	62.9	1.01
789	chr1	26787627	26788201	CpG: 58	574	58	403	20.2	70.2	0.83
789	chr1	26817249	26817462	CpG: 24	213	24	129	22.5	60.6	1.26
789	chr1	26826739	26827183	CpG: 62	444	62	326	27.9	73.4	1.06
789	chr1	26863421	26863637	CpG: 17	216	17	142	15.7	65.7	0.76
789	chr1	26864575	26865486	CpG: 80	911	80	611	17.6	67.1	0.79
790	chr1	26889670	26890554	CpG: 93	884	93	576	21	65.2	0.99
790	chr1	26900001	26900518	CpG: 45	517	45	319	17.4	61.7	0.92
790	chr1	26921557	26922128	CpG: 71	571	71	404	24.9	70.8	1
790	chr1	26959574	26960610	CpG: 91	1036	91	712	17.6	68.7	0.76
790	chr1	26993636	26994655	CpG: 132	1019	132	752	25.9	73.8	0.96
791	chr1	27006102	27006491	CpG: 36	389	36	262	18.5	67.4	0.82
791	chr1	27012388	27012950	CpG: 61	562	61	384	21.7	68.3	0.93
792	chr1	27154854	27155251	CpG: 39	397	39	235	19.6	59.2	1.14
792	chr1	27201393	27201594	CpG: 21	201	21	136	20.9	67.7	0.92
792	chr1	27234214	27235123	CpG: 81	909	81	595	17.8	65.5	0.84
793	chr1	27321962	27322515	CpG: 63	553	63	392	22.8	70.9	0.92
793	chr1	27349428	27351525	CpG: 168	2097	168	1380	16	65.8	0.74
793	chr1	27356786	27357099	CpG: 23	313	23	216	14.7	69	0.63
793	chr1	27360533	27361252	CpG: 63	719	63	449	17.5	62.4	0.91
793	chr1	27365921	27366752	CpG: 96	831	96	610	23.1	73.4	0.87
793	chr1	27383110	27383341	CpG: 24	231	24	171	20.8	74	0.76
793	chr1	27392388	27392845	CpG: 57	457	57	314	24.9	68.7	1.07
794	chr1	27489831	27490342	CpG: 55	511	55	359	21.5	70.3	0.9
795	chr1	27527800	27528452	CpG: 60	652	60	465	18.4	71.3	0.73
795	chr1	27547906	27548127	CpG: 16	221	16	143	14.5	64.7	0.71
795	chr1	27549881	27551036	CpG: 83	1155	83	744	14.4	64.4	0.69
795	chr1	27568416	27569013	CpG: 63	597	63	430	21.1	72	0.81
795	chr1	27575289	27576177	CpG: 98	888	98	643	22.1	72.4	0.84
795	chr1	27603071	27603749	CpG: 76	678	76	473	22.4	69.8	0.93
795	chr1	27615354	27615813	CpG: 39	459	39	308	17	67.1	0.78
795	chr1	27634056	27634512	CpG: 59	456	59	344	25.9	75.4	0.91
795	chr1	27635048	27635299	CpG: 24	251	24	181	19.1	72.1	0.74
796	chr1	27659794	27660297	CpG: 62	503	62	337	24.7	67	1.11
796	chr1	27668216	27668520	CpG: 33	304	33	220	21.7	72.4	0.84
796	chr1	27725634	27726491	CpG: 81	857	81	538	18.9	62.8	0.96
796	chr1	27773117	27773520	CpG: 39	403	39	283	19.4	70.2	0.79
797	chr1	27830710	27831277	CpG: 52	567	52	368	18.3	64.9	0.87
797	chr1	27872520	27872746	CpG: 24	226	24	164	21.2	72.6	0.81
797	chr1	27914073	27915024	CpG: 81	951	81	581	17	61.1	0.95
798	chr1	27958509	27958793	CpG: 22	284	22	183	15.5	64.4	0.75
798	chr1	27959508	27960327	CpG: 81	819	81	581	19.8	70.9	0.79
799	chr1	28088587	28088801	CpG: 23	214	23	139	21.5	65	1.03
800	chr1	28232634	28233086	CpG: 36	452	36	290	15.9	64.2	0.83
800	chr1	28235999	28236465	CpG: 37	466	37	255	15.9	54.7	1.06
800	chr1	28247190	28247511	CpG: 27	321	27	196	16.8	61.1	0.9
800	chr1	28259320	28260622	CpG: 130	1302	130	867	20	66.6	0.9
801	chr1	28328854	28329156	CpG: 27	302	27	176	17.9	58.3	1.06
801	chr1	28369530	28370220	CpG: 61	690	61	477	17.7	69.1	0.74
802	chr1	28518141	28518781	CpG: 78	640	78	443	24.4	69.2	1.03
802	chr1	28530525	28530799	CpG: 29	274	29	208	21.2	75.9	0.74
802	chr1	28552890	28553192	CpG: 32	302	32	182	21.2	60.3	1.18
803	chr1	28581557	28582287	CpG: 77	730	77	496	21.1	67.9	0.91
803	chr1	28592479	28592942	CpG: 58	463	58	344	25.1	74.3	0.92
803	chr1	28643041	28643386	CpG: 38	345	38	212	22	61.4	1.17
803	chr1	28668659	28669321	CpG: 71	662	71	405	21.5	61.2	1.16
804	chr1	28736554	28737803	CpG: 136	1249	136	839	21.8	67.2	0.97
804	chr1	28775278	28775557	CpG: 26	279	26	194	18.6	69.5	0.77
804	chr1	28811989	28812836	CpG: 95	847	95	537	22.4	63.4	1.12
805	chr1	28862795	28863440	CpG: 64	645	64	438	19.8	67.9	0.86
805	chr1	28886926	28887788	CpG: 71	862	71	538	16.5	62.4	0.85
805	chr1	28914256	28915457	CpG: 105	1201	105	733	17.5	61	0.94
807	chr1	29121187	29125335	CpG: 384	4148	384	2796	18.5	67.4	0.82
807	chr1	29134365	29134660	CpG: 29	295	29	202	19.7	68.5	0.84
807	chr1	29181464	29182174	CpG: 84	710	84	472	23.7	66.5	1.09
808	chr1	29230708	29231115	CpG: 41	407	41	287	20.1	70.5	0.81
808	chr1	29236233	29238795	CpG: 276	2562	276	1696	21.5	66.2	0.99
808	chr1	29259385	29260086	CpG: 68	701	68	490	19.4	69.9	0.79
808	chr1	29260575	29260900	CpG: 29	325	29	218	17.8	67.1	0.83
809	chr1	29478450	29478727	CpG: 22	277	22	197	15.9	71.1	0.64
819	chr1	30718125	30719113	CpG: 101	988	101	721	20.4	73	0.82
819	chr1	30721429	30721740	CpG: 23	311	23	192	14.8	61.7	0.78
819	chr1	30773163	30773433	CpG: 23	270	23	183	17	67.8	0.74
820	chr1	30807274	30807665	CpG: 30	391	30	245	15.3	62.7	0.79
820	chr1	30824435	30824702	CpG: 25	267	25	186	18.7	69.7	0.77
820	chr1	30907997	30909119	CpG: 117	1122	117	711	20.9	63.4	1.04
822	chr1	31065565	31066091	CpG: 60	526	60	370	22.8	70.3	0.92
822	chr1	31155253	31155646	CpG: 42	393	42	299	21.4	76.1	0.75
822	chr1	31181575	31181986	CpG: 38	411	38	284	18.5	69.1	0.78
823	chr1	31239231	31239965	CpG: 78	734	78	415	21.3	56.5	1.35
823	chr1	31296399	31297131	CpG: 55	732	55	436	15	59.6	0.85
824	chr1	31412947	31414163	CpG: 116	1216	116	790	19.1	65	0.91
825	chr1	31586870	31587170	CpG: 37	300	37	221	24.7	73.7	0.93
826	chr1	31588740	31589242	CpG: 52	502	52	350	20.7	69.7	0.85
826	chr1	31617670	31618337	CpG: 64	667	64	493	19.2	73.9	0.71
826	chr1	31644609	31645360	CpG: 65	751	65	469	17.3	62.5	0.91
826	chr1	31703936	31704268	CpG: 27	332	27	232	16.3	69.9	0.67
826	chr1	31714530	31714886	CpG: 30	356	30	245	16.9	68.8	0.72
827	chr1	31742885	31743103	CpG: 21	218	21	164	19.3	75.2	0.7
827	chr1	31762746	31764651	CpG: 184	1905	184	1280	19.3	67.2	0.87
827	chr1	31772226	31773060	CpG: 75	834	75	562	18	67.4	0.8
827	chr1	31788403	31788752	CpG: 28	349	28	221	16	63.3	0.81
827	chr1	31789124	31789407	CpG: 25	283	25	196	17.7	69.3	0.84
828	chr1	31937681	31938781	CpG: 82	1100	82	572	14.9	52	1.15
828	chr1	31944587	31945029	CpG: 39	442	39	294	17.6	66.5	0.82
829	chr1	32013501	32014982	CpG: 155	1481	155	1003	20.9	67.7	0.92
829	chr1	32072604	32073451	CpG: 80	847	80	583	18.9	68.8	0.83
829	chr1	32108460	32108717	CpG: 19	257	19	161	14.8	62.6	0.78
830	chr1	32179553	32180213	CpG: 65	660	65	424	19.7	64.2	0.96
830	chr1	32200630	32200859	CpG: 20	229	20	152	17.5	66.4	0.82
830	chr1	32204968	32206284	CpG: 105	1316	105	851	16	64.7	0.76
830	chr1	32221920	32222439	CpG: 40	519	40	339	15.4	65.3	0.73
830	chr1	32239923	32241540	CpG: 130	1617	130	1064	16.1	65.8	0.74
831	chr1	32275109	32275943	CpG: 74	834	74	562	17.7	67.4	0.81
831	chr1	32291813	32292433	CpG: 57	620	57	416	18.4	67.1	0.85
831	chr1	32335258	32336628	CpG: 148	1370	148	947	21.6	69.1	0.91
831	chr1	32351114	32351987	CpG: 86	873	86	627	19.7	71.8	0.77
831	chr1	32361343	32362416	CpG: 107	1073	107	719	19.9	67	0.89
832	chr1	32394169	32394747	CpG: 43	578	43	358	14.9	61.9	0.87
832	chr1	32426827	32427234	CpG: 30	407	30	262	14.7	64.4	0.71
832	chr1	32464899	32465460	CpG: 54	561	54	393	19.3	70.1	0.79
832	chr1	32500543	32500962	CpG: 64	419	64	307	30.5	73.3	1.18
833	chr1	32539399	32540138	CpG: 106	739	106	534	28.7	72.3	1.11
834	chr1	32650942	32651762	CpG: 96	820	96	570	23.4	69.5	0.97
834	chr1	32702418	32703264	CpG: 86	846	86	637	20.3	75.3	0.72
834	chr1	32712270	32712490	CpG: 27	220	27	156	24.5	70.9	0.98
834	chr1	32741533	32742273	CpG: 110	740	110	573	29.7	77.4	1
834	chr1	32753826	32754379	CpG: 63	553	63	422	22.8	76.3	0.78
835	chr1	32817074	32818305	CpG: 104	1231	104	844	16.9	68.6	0.72
835	chr1	32870665	32871157	CpG: 74	492	74	363	30.1	73.8	1.11
835	chr1	32886085	32886796	CpG: 65	711	65	497	18.3	69.9	0.75
835	chr1	32892868	32893848	CpG: 84	980	84	660	17.1	67.3	0.8
836	chr1	32901191	32901721	CpG: 77	530	77	424	29.1	80	0.92
836	chr1	32963930	32965015	CpG: 101	1085	101	604	18.6	55.7	1.2
836	chr1	32972857	32973378	CpG: 47	521	47	311	18	59.7	1.02
837	chr1	33036600	33037118	CpG: 40	518	40	315	15.4	60.8	0.84
837	chr1	33050993	33051332	CpG: 42	339	42	227	24.8	67	1.15
837	chr1	33080923	33081642	CpG: 60	719	60	489	16.7	68	0.73
837	chr1	33127290	33127554	CpG: 25	264	25	160	18.9	60.6	1.05
837	chr1	33147375	33147720	CpG: 26	345	26	220	15.1	63.8	0.74
837	chr1	33159658	33159926	CpG: 24	268	24	184	17.9	68.7	0.76
838	chr1	33180725	33182272	CpG: 128	1547	128	1036	16.5	67	0.74
838	chr1	33255847	33257064	CpG: 137	1217	137	761	22.5	62.5	1.16
838	chr1	33276173	33276780	CpG: 54	607	54	428	17.8	70.5	0.72
839	chr1	33306545	33307174	CpG: 78	629	78	448	24.8	71.2	0.98
839	chr1	33349182	33350169	CpG: 121	987	121	634	24.5	64.2	1.2
840	chr1	33430401	33431328	CpG: 110	927	110	635	23.7	68.5	1.01
840	chr1	33472424	33472727	CpG: 30	303	30	198	19.8	65.3	0.93
841	chr1	33625005	33625254	CpG: 20	249	20	166	16.1	66.7	0.73
841	chr1	33633296	33633519	CpG: 18	223	18	147	16.1	65.9	0.74
845	chr1	34163182	34165375	CpG: 160	2193	160	1261	14.6	57.5	0.89
845	chr1	34176781	34177423	CpG: 60	642	60	423	18.7	65.9	0.86
850	chr1	34761427	34761675	CpG: 22	248	22	159	17.7	64.1	0.88
850	chr1	34781275	34781998	CpG: 61	723	61	433	16.9	59.9	0.94
850	chr1	34784817	34785135	CpG: 26	318	26	200	16.4	62.9	0.83
850	chr1	34792963	34793190	CpG: 29	227	29	171	25.6	75.3	0.9
850	chr1	34859581	34859949	CpG: 38	368	38	255	20.7	69.3	0.87
851	chr1	34865683	34866808	CpG: 104	1125	104	744	18.5	66.1	0.85
851	chr1	34868703	34868905	CpG: 24	202	24	126	23.8	62.4	1.23
851	chr1	34885430	34886253	CpG: 80	823	80	595	19.4	72.3	0.75
851	chr1	34929209	34930605	CpG: 120	1396	120	928	17.2	66.5	0.78
851	chr1	34976636	34977276	CpG: 59	640	59	406	18.4	63.4	0.92
851	chr1	34985048	34985436	CpG: 38	388	38	250	19.6	64.4	0.96
852	chr1	35031520	35031986	CpG: 40	466	40	287	17.2	61.6	0.98
852	chr1	35079326	35079702	CpG: 35	376	35	235	18.6	62.5	0.97
852	chr1	35120730	35120990	CpG: 25	260	25	178	19.2	68.5	0.82
853	chr1	35191866	35192723	CpG: 98	857	98	616	22.9	71.9	0.89
853	chr1	35192872	35193210	CpG: 26	338	26	172	15.4	50.9	1.2
854	chr1	35268622	35269254	CpG: 69	632	69	456	21.8	72.2	0.85
856	chr1	35557079	35558233	CpG: 95	1154	95	756	16.5	65.5	0.78
856	chr1	35573248	35574450	CpG: 134	1202	134	883	22.3	73.5	0.84
856	chr1	35576831	35577843	CpG: 103	1012	103	725	20.4	71.6	0.79
856	chr1	35641368	35641660	CpG: 31	292	31	187	21.2	64	1.04
857	chr1	35707805	35708378	CpG: 67	573	67	439	23.4	76.6	0.8
857	chr1	35718647	35719185	CpG: 60	538	60	384	22.3	71.4	0.88
857	chr1	35769323	35770199	CpG: 82	876	82	615	18.7	70.2	0.76
858	chr1	35807898	35808860	CpG: 87	962	87	521	18.1	54.2	1.25
858	chr1	35882900	35883201	CpG: 29	301	29	211	19.3	70.1	0.78
858	chr1	35883702	35884069	CpG: 27	367	27	261	14.7	71.1	0.63
859	chr1	35930648	35931661	CpG: 131	1013	131	752	25.9	74.2	0.94
860	chr1	36083953	36084420	CpG: 39	467	39	289	16.7	61.9	0.87
860	chr1	36088724	36089354	CpG: 67	630	67	409	21.3	64.9	1.03
860	chr1	36124854	36125520	CpG: 89	666	89	533	26.7	80	0.84
860	chr1	36149254	36149861	CpG: 61	607	61	406	20.1	66.9	0.95
860	chr1	36155850	36156709	CpG: 104	859	104	594	24.2	69.2	1.02
861	chr1	36176155	36176860	CpG: 73	705	73	485	20.7	68.8	0.88
861	chr1	36178354	36179042	CpG: 52	688	52	438	15.1	63.7	0.77
861	chr1	36224158	36224486	CpG: 39	328	39	228	23.8	69.5	0.99
862	chr1	36320899	36323801	CpG: 232	2902	232	1927	16	66.4	0.73
862	chr1	36341761	36341983	CpG: 20	222	20	145	18	65.3	0.84
862	chr1	36385488	36386272	CpG: 76	784	76	525	19.4	67	0.87
862	chr1	36397610	36398002	CpG: 43	392	43	266	21.9	67.9	0.96
863	chr1	36450195	36450723	CpG: 46	528	46	359	17.4	68	0.79
863	chr1	36463813	36464530	CpG: 63	717	63	444	17.6	61.9	0.94
867	chr1	37032776	37035023	CpG: 233	2247	233	1490	20.7	66.3	0.94
869	chr1	37318010	37318657	CpG: 44	647	44	365	13.6	56.4	0.85
870	chr1	37474122	37474620	CpG: 66	498	66	355	26.5	71.3	1.05
871	chr1	37514311	37514964	CpG: 71	653	71	406	21.7	62.2	1.13
871	chr1	37554005	37554222	CpG: 30	217	30	160	27.6	73.7	1.02
871	chr1	37556851	37557118	CpG: 21	267	21	173	15.7	64.8	0.75
871	chr1	37595827	37596139	CpG: 41	312	41	210	26.3	67.3	1.21
872	chr1	37634005	37635192	CpG: 112	1187	112	839	18.9	70.7	0.76
872	chr1	37690370	37690607	CpG: 19	237	19	140	16	59.1	0.97
872	chr1	37691623	37692914	CpG: 105	1291	105	865	16.3	67	0.73
873	chr1	37752518	37753223	CpG: 93	705	93	527	26.4	74.8	0.96
873	chr1	37753621	37754340	CpG: 52	719	52	503	14.5	70	0.61
873	chr1	37761407	37762069	CpG: 69	662	69	444	20.8	67.1	0.93
873	chr1	37764166	37765216	CpG: 75	1050	75	632	14.3	60.2	0.83
873	chr1	37793423	37794755	CpG: 155	1332	155	992	23.3	74.5	0.84
873	chr1	37807736	37808730	CpG: 121	994	121	723	24.3	72.7	0.92
873	chr1	37859478	37860327	CpG: 64	849	64	560	15.1	66	0.7
874	chr1	37931564	37932049	CpG: 53	485	53	336	21.9	69.3	0.99
874	chr1	37989560	37990097	CpG: 37	537	37	323	13.8	60.1	0.76
874	chr1	37995912	37996316	CpG: 42	404	42	285	20.8	70.5	0.84
874	chr1	38005167	38005699	CpG: 76	532	76	436	28.6	82	0.85
875	chr1	38012410	38013055	CpG: 47	645	47	372	14.6	57.7	0.88
875	chr1	38044430	38047970	CpG: 353	3540	353	2188	19.9	61.8	1.05
879	chr1	38578493	38578861	CpG: 42	368	42	252	22.8	68.5	0.98
880	chr1	38708707	38709268	CpG: 45	561	45	360	16	64.2	0.78
881	chr1	38804057	38804579	CpG: 72	522	72	365	27.6	69.9	1.13
881	chr1	38817937	38818904	CpG: 89	967	89	602	18.4	62.3	0.95
881	chr1	38859143	38860049	CpG: 72	906	72	499	15.9	55.1	1.05
881	chr1	38872807	38873677	CpG: 82	870	82	599	18.9	68.9	0.8
882	chr1	38990983	38991599	CpG: 64	616	64	431	20.8	70	0.85
883	chr1	39080967	39082287	CpG: 142	1320	142	949	21.5	71.9	0.88
883	chr1	39104993	39106187	CpG: 142	1194	142	851	23.8	71.3	0.95
885	chr1	39408346	39409567	CpG: 115	1221	115	713	18.8	58.4	1.11
886	chr1	39490752	39492465	CpG: 201	1713	201	1192	23.5	69.6	0.97
886	chr1	39514693	39516096	CpG: 127	1403	127	918	18.1	65.4	0.85
886	chr1	39575645	39576995	CpG: 117	1350	117	693	17.3	51.3	1.32
887	chr1	39639338	39640035	CpG: 80	697	80	495	23	71	0.92
887	chr1	39671550	39672415	CpG: 71	865	71	579	16.4	66.9	0.74
887	chr1	39683759	39684341	CpG: 62	582	62	416	21.3	71.5	0.83
887	chr1	39691258	39692842	CpG: 116	1584	116	1049	14.6	66.2	0.67
888	chr1	39738640	39739067	CpG: 40	427	40	279	18.7	65.3	0.92
888	chr1	39770095	39771518	CpG: 126	1423	126	926	17.7	65.1	0.84
888	chr1	39788011	39789500	CpG: 152	1489	152	920	20.4	61.8	1.08
889	chr1	39883269	39883616	CpG: 33	347	33	236	19	68	0.82
889	chr1	39900923	39902541	CpG: 174	1618	174	1115	21.5	68.9	0.91
889	chr1	39954815	39955694	CpG: 80	879	80	616	18.2	70.1	0.76
890	chr1	40039739	40041031	CpG: 104	1292	104	859	16.1	66.5	0.73
890	chr1	40096994	40097456	CpG: 48	462	48	310	20.8	67.1	0.93
891	chr1	40132836	40133537	CpG: 53	701	53	435	15.1	62.1	0.79
891	chr1	40161241	40161940	CpG: 58	699	58	443	16.6	63.4	0.84
892	chr1	40257714	40258026	CpG: 22	312	22	199	14.1	63.8	0.69
892	chr1	40258124	40258338	CpG: 24	214	24	144	22.4	67.3	1.11
892	chr1	40303514	40304199	CpG: 60	685	60	498	17.5	72.7	0.66
892	chr1	40315332	40315773	CpG: 38	441	38	295	17.2	66.9	0.77
892	chr1	40316007	40316284	CpG: 20	277	20	168	14.4	60.6	0.81
892	chr1	40316548	40317473	CpG: 98	925	98	686	21.2	74.2	0.77
893	chr1	40373712	40374350	CpG: 54	638	54	448	16.9	70.2	0.7
893	chr1	40449933	40450400	CpG: 53	467	53	340	22.7	72.8	0.88
893	chr1	40477112	40477715	CpG: 66	603	66	449	21.9	74.5	0.8
894	chr1	40508384	40509114	CpG: 69	730	69	485	18.9	66.4	0.86
894	chr1	40531488	40531767	CpG: 24	279	24	171	17.2	61.3	0.92
895	chr1	40654182	40654464	CpG: 22	282	22	189	15.6	67	0.73
895	chr1	40665439	40665816	CpG: 41	377	41	267	21.8	70.8	0.91
895	chr1	40691490	40692303	CpG: 89	813	89	561	21.9	69	0.92
896	chr1	40783418	40784489	CpG: 128	1071	128	719	23.9	67.1	1.09
896	chr1	40802247	40802726	CpG: 51	479	51	350	21.3	73.1	0.8
896	chr1	40818168	40818919	CpG: 70	751	70	484	18.6	64.4	0.91
896	chr1	40819181	40819477	CpG: 23	296	23	195	15.5	65.9	0.72
896	chr1	40838059	40838764	CpG: 54	705	54	473	15.3	67.1	0.71
896	chr1	40861277	40862613	CpG: 167	1336	167	997	25	74.6	0.9
896	chr1	40884068	40884621	CpG: 67	553	67	412	24.2	74.5	0.88
897	chr1	40979198	40980444	CpG: 132	1246	132	819	21.2	65.7	0.98
897	chr1	41017746	41018021	CpG: 25	275	25	184	18.2	66.9	0.81
899	chr1	41241285	41242655	CpG: 155	1370	155	969	22.6	70.7	0.9
900	chr1	41361008	41362618	CpG: 155	1610	155	1035	19.3	64.3	0.94
900	chr1	41366304	41366870	CpG: 55	566	55	395	19.4	69.8	0.81
900	chr1	41381581	41383465	CpG: 187	1884	187	1311	19.9	69.6	0.83
901	chr1	41423598	41423954	CpG: 28	356	28	252	15.7	70.8	0.63
901	chr1	41496179	41496645	CpG: 60	466	60	352	25.8	75.5	0.91
901	chr1	41516117	41516372	CpG: 23	255	23	187	18	73.3	0.67
902	chr1	41661709	41662961	CpG: 143	1252	143	865	22.8	69.1	0.96
904	chr1	41917969	41918332	CpG: 38	363	38	236	20.9	65	0.99
905	chr1	42035184	42036309	CpG: 120	1125	120	788	21.3	70	0.87
906	chr1	42145814	42146020	CpG: 22	206	22	151	21.4	73.3	0.8
907	chr1	42334594	42335699	CpG: 102	1105	102	703	18.5	63.6	0.91
908	chr1	42380307	42381317	CpG: 127	1010	127	716	25.1	70.9	1.01
908	chr1	42456045	42456904	CpG: 69	859	69	506	16.1	58.9	0.93
908	chr1	42463126	42463829	CpG: 56	703	56	413	15.9	58.7	0.93
910	chr1	42658306	42658751	CpG: 38	445	38	285	17.1	64	0.84
910	chr1	42681829	42683345	CpG: 173	1516	173	1020	22.8	67.3	1.01
911	chr1	42738444	42738652	CpG: 15	208	15	138	14.4	66.3	0.67
911	chr1	42766543	42767688	CpG: 123	1145	123	814	21.5	71.1	0.85
911	chr1	42785091	42785411	CpG: 35	320	35	232	21.9	72.5	0.84
911	chr1	42816903	42817419	CpG: 58	516	58	391	22.5	75.8	0.79
911	chr1	42846587	42846842	CpG: 26	255	26	181	20.4	71	0.81
912	chr1	42887114	42887323	CpG: 15	209	15	118	14.4	56.5	0.91
912	chr1	42887570	42887771	CpG: 15	201	15	140	14.9	69.7	0.63
912	chr1	42888276	42888499	CpG: 17	223	17	149	15.2	66.8	0.69
912	chr1	42924164	42924880	CpG: 67	716	67	481	18.7	67.2	0.83
912	chr1	42957796	42959097	CpG: 148	1301	148	942	22.8	72.4	0.87
913	chr1	43007196	43007663	CpG: 43	467	43	326	18.4	69.8	0.76
913	chr1	43068219	43068663	CpG: 41	444	41	295	18.5	66.4	0.84
914	chr1	43147737	43148171	CpG: 39	434	39	290	18	66.8	0.84
914	chr1	43171832	43172381	CpG: 45	549	45	341	16.4	62.1	0.88
915	chr1	43272813	43273158	CpG: 30	345	30	243	17.4	70.4	0.7
915	chr1	43304851	43305209	CpG: 43	358	43	260	24	72.6	0.91
915	chr1	43348634	43349606	CpG: 76	972	76	605	15.6	62.2	0.81
915	chr1	43358463	43359388	CpG: 74	925	74	579	16	62.6	0.82
915	chr1	43367143	43367402	CpG: 27	259	27	189	20.8	73	0.81
915	chr1	43367875	43368466	CpG: 57	591	57	441	19.3	74.6	0.7
916	chr1	43389704	43390250	CpG: 50	546	50	360	18.3	65.9	0.85
916	chr1	43453589	43454143	CpG: 63	554	63	358	22.7	64.6	1.11
917	chr1	43530758	43531829	CpG: 124	1071	124	722	23.2	67.4	1.02
917	chr1	43565615	43566167	CpG: 56	552	56	401	20.3	72.6	0.79
917	chr1	43591084	43591508	CpG: 44	424	44	298	20.8	70.3	0.84
917	chr1	43597798	43598086	CpG: 30	288	30	205	20.8	71.2	0.85
917	chr1	43605221	43605471	CpG: 17	250	17	160	13.6	64	0.67
918	chr1	43649945	43650638	CpG: 49	693	49	433	14.1	62.5	0.77
918	chr1	43706997	43708092	CpG: 100	1095	100	629	18.3	57.4	1.11
920	chr1	43933396	43933863	CpG: 35	467	35	328	15	70.2	0.62
920	chr1	43936085	43936751	CpG: 78	666	78	484	23.4	72.7	0.89
920	chr1	43946401	43947132	CpG: 71	731	71	493	19.4	67.4	0.85
920	chr1	43969737	43970442	CpG: 48	705	48	442	13.6	62.7	0.7
920	chr1	43974470	43975584	CpG: 105	1114	105	709	18.9	63.6	0.93
920	chr1	43978963	43979950	CpG: 112	987	112	707	22.7	71.6	0.9
920	chr1	43991478	43992100	CpG: 61	622	61	447	19.6	71.9	0.78
920	chr1	44029957	44031353	CpG: 146	1396	146	949	20.9	68	0.91
921	chr1	44103319	44103727	CpG: 28	408	28	261	13.7	64	0.67
922	chr1	44213331	44213793	CpG: 36	462	36	299	15.6	64.7	0.74
923	chr1	44354985	44355441	CpG: 45	456	45	300	19.7	65.8	0.94
923	chr1	44405469	44408375	CpG: 237	2906	237	1787	16.3	61.5	0.87
923	chr1	44417464	44418232	CpG: 79	768	79	480	20.6	62.5	1.06
925	chr1	44617067	44617613	CpG: 56	546	56	331	20.5	60.6	1.12
925	chr1	44631609	44632377	CpG: 84	768	84	541	21.9	70.4	0.89
925	chr1	44654565	44655051	CpG: 35	486	35	307	14.4	63.2	0.73
925	chr1	44674098	44674912	CpG: 58	814	58	527	14.3	64.7	0.68
926	chr1	44724033	44724886	CpG: 79	853	79	591	18.5	69.3	0.77
926	chr1	44739651	44740073	CpG: 43	422	43	255	20.4	60.4	1.14
926	chr1	44775341	44776228	CpG: 75	887	75	545	16.9	61.4	0.9
926	chr1	44784188	44784680	CpG: 55	492	55	338	22.4	68.7	0.95
926	chr1	44786290	44786620	CpG: 38	330	38	239	23	72.4	0.88
926	chr1	44799862	44801111	CpG: 115	1249	115	807	18.4	64.6	0.89
926	chr1	44806007	44806646	CpG: 72	639	72	469	22.5	73.4	0.84
926	chr1	44813093	44813956	CpG: 82	863	82	612	19	70.9	0.76
927	chr1	44842871	44843487	CpG: 67	616	67	458	21.8	74.4	0.81
928	chr1	44986350	44986772	CpG: 38	422	38	281	18	66.6	0.81
928	chr1	45010553	45011350	CpG: 78	797	78	565	19.6	70.9	0.78
929	chr1	45205667	45206716	CpG: 150	1049	150	798	28.6	76.1	0.99
930	chr1	45303541	45304245	CpG: 60	704	60	454	17	64.5	0.85
930	chr1	45326747	45327629	CpG: 95	882	95	617	21.5	70	0.88
930	chr1	45339892	45340311	CpG: 56	419	56	292	26.7	69.7	1.1
932	chr1	45490673	45491221	CpG: 51	548	51	387	18.6	70.6	0.76
932	chr1	45499914	45500377	CpG: 33	463	33	258	14.3	55.7	0.92
932	chr1	45521491	45522131	CpG: 64	640	64	437	20	68.3	0.86
932	chr1	45550731	45551022	CpG: 27	291	27	193	18.6	66.3	0.85
932	chr1	45583918	45584910	CpG: 85	992	85	651	17.1	65.6	0.8
933	chr1	45622522	45623470	CpG: 85	948	85	640	17.9	67.5	0.8
933	chr1	45686079	45687408	CpG: 116	1329	116	843	17.5	63.4	0.88
934	chr1	45750561	45750842	CpG: 39	281	39	206	27.8	73.3	1.04
934	chr1	45803427	45804148	CpG: 94	721	94	515	26.1	71.4	1.08
936	chr1	46132454	46133457	CpG: 84	1003	84	642	16.7	64	0.82
937	chr1	46167017	46167260	CpG: 27	243	27	163	22.2	67.1	1
937	chr1	46203149	46203586	CpG: 41	437	41	301	18.8	68.9	0.79
937	chr1	46240236	46240493	CpG: 31	257	31	165	24.1	64.2	1.21
937	chr1	46247243	46247773	CpG: 46	530	46	321	17.4	60.6	1.02
938	chr1	46301753	46303364	CpG: 155	1611	155	1142	19.2	70.9	0.82
938	chr1	46340667	46341164	CpG: 47	497	47	299	18.9	60.2	1.05
938	chr1	46394052	46394619	CpG: 71	567	71	418	25	73.7	0.93
939	chr1	46448114	46448671	CpG: 51	557	51	322	18.3	57.8	1.1
